05-09-2007 17:17:42|12789814|0|4147356|1554|48.4444|99.6352|1|0.10|7|61.19.197.124
05-09-2007 17:17:49|12789834|-9.52381|7080067|68|45.9275|99.6982|1|1.73|35|61.7.155.244
05-09-2007 17:17:49|12789842|0|4147356|1554|48.4444|99.6352|1|0.00|7|61.19.197.124
05-09-2007 17:17:51|12789792|-9.52381|7080067|68|45.9275|99.6982|1|1.73|35|61.7.155.244
05-09-2007 17:17:51|12789803|-33.3333|2607246|3|44.1304|99.743|1|0.20|21|61.7.155.246
05-09-2007 17:17:51|12789849|0|2867035|41|62.8717|99.7964|1|0.07|26|61.19.197.125
05-09-2007 17:17:53|12789833|0|4147356|1554|48.4444|99.6352|1|0.00|7|61.19.197.124
05-09-2007 17:17:54|12789854|-9.52381|7080067|68|45.9275|99.6982|1|3.35|35|61.7.155.244
05-09-2007 17:17:54|12789823|-33.3333|2607246|3|44.1304|99.743|1|0.42|21|61.7.155.246
05-09-2007 17:17:55|12789786|-9.52381|7080067|68|45.9275|99.6982|1|3.35|35|61.7.155.244
05-09-2007 17:17:55|12789877|-33.3333|2607246|3|44.1304|99.743|1|0.42|21|61.7.155.246
05-09-2007 17:17:55|12789813|0|4147356|1554|48.4444|99.6352|1|0.20|7|61.19.197.124
05-09-2007 17:19:44|12789836|0|2867035|41|62.8717|99.7964|1|2.92|26|61.19.197.125
05-09-2007 17:20:56|12866846|-5.26316|7523510|43|45.9301|99.6981|1|22.03|34|61.7.155.244
05-09-2007 17:20:56|12866776|0|4261332|3|44.1243|99.7429|1|0.52|21|61.7.155.246
05-09-2007 17:20:56|12866847|0|5822381|329|48.8995|99.637|1|1.46|7|61.19.197.124
05-09-2007 17:21:44|12866813|-5.26316|7523510|43|45.9301|99.6981|1|20.84|35|61.7.155.244
05-09-2007 17:21:44|12866851|0|4261332|3|44.1243|99.7429|1|1.00|21|61.7.155.246
05-09-2007 17:21:44|12866828|0|5822381|329|48.8995|99.637|1|0.02|7|61.19.197.124
05-09-2007 17:21:44|12866803|0|4536882|41|62.8562|99.7963|1|0.37|26|61.19.197.125
05-09-2007 17:22:44|12866825|0|5822381|329|48.8995|99.637|1|0.10|7|61.19.197.124
05-09-2007 17:24:44|12866791|-5.26316|7523510|43|45.9301|99.6981|1|1.23|36|61.7.155.244
05-09-2007 17:24:44|12866852|0|4261332|3|44.1243|99.7429|1|0.24|21|61.7.155.246
05-09-2007 17:24:44|12866853|0|5822381|329|48.8995|99.637|1|1.91|7|61.19.197.124
05-09-2007 17:24:45|12866803|0|4536882|41|62.8562|99.7963|1|2.60|26|61.19.197.125
05-09-2007 17:25:44|12866812|0|6474634|228|45.9488|99.6955|1|3.67|36|61.7.155.244
05-09-2007 17:25:44|12866860|0|3354501|59|48.9861|99.6359|1|1.25|7|61.19.197.124
05-09-2007 17:27:46|12867156|0|2527125|41|62.8401|99.7957|1|0.50|26|61.19.197.125
05-09-2007 17:28:45|12867158|0|6474634|228|45.9488|99.6955|1|14.64|35|61.7.155.244
05-09-2007 17:28:45|12867163|0|2276799|3|44.1173|99.7424|1|0.23|21|61.7.155.246
05-09-2007 17:30:46|12867785|16.6667|5467266|89|45.9387|99.6951|4|2.46|35|61.7.155.244
05-09-2007 17:30:46|12867750|0|3017457|899|48.8593|99.6376|1|2.77|7|61.19.197.124
05-09-2007 17:30:46|12867751|0|2033082|41|62.824|99.7956|1|8.72|27|61.19.197.125
05-09-2007 17:31:45|12867815|0|1780529|3|44.11|99.7424|1|0.92|21|61.7.155.246
05-09-2007 17:31:46|12867751|0|2033082|41|62.824|99.7956|1|4.45|27|61.19.197.125
05-09-2007 17:33:47|12867776|16.6667|5467266|89|45.9387|99.6951|4|9.38|35|61.7.155.244
05-09-2007 17:33:47|12867818|0|1780529|3|44.11|99.7424|1|0.24|21|61.7.155.246
05-09-2007 17:33:47|12867811|0|2033082|41|62.824|99.7956|1|0.38|27|61.19.197.125
05-09-2007 17:34:46|12867749|0|1780529|3|44.11|99.7424|1|0.26|21|61.7.155.246
05-09-2007 17:36:48|12867735|0|3250269|149|48.8394|99.6373|1|0.72|7|61.19.197.124
05-09-2007 17:37:46|12867796|-19.0476|6206863|197|45.9072|99.695|1|1.26|34|61.7.155.244
05-09-2007 17:40:47|12868145|11.7647|4121840|70|45.9062|99.6947|1|6.33|34|61.7.155.244
05-09-2007 17:40:47|12868068|0|1785437|20|44.095|99.7423|1|0.91|21|61.7.155.246
05-09-2007 17:40:47|12868110|0|1281410|40|62.9445|99.7942|1|0.46|26|61.19.197.125
05-09-2007 18:43:16|98|0|465277|22|44.0124|99.7419|1|0.52|18|61.7.155.246
05-09-2007 18:46:17|98|0|486845|-147528|41.3793|84.4884|1|0.52|18|61.7.155.246
05-09-2007 18:48:23|98|0|486845|-147528|41.3793|84.4884|1|0.42|18|61.7.155.246
05-09-2007 18:49:17|98|0|486845|-147528|41.3793|84.4884|1|0.51|18|61.7.155.246
05-09-2007 18:51:24|98|0|1385156|232|23.1746|99.1187|1|0.39|18|61.7.155.246
05-09-2007 18:52:17|98|0|1385156|232|23.1746|99.1187|1|0.35|18|61.7.155.246
05-09-2007 18:54:25|98|0|1385156|232|23.1746|99.1187|1|0.26|18|61.7.155.246
05-09-2007 18:55:18|98|0|1271403|42|23.6994|99.1215|1|0.42|18|61.7.155.246
05-09-2007 18:55:57|98|0|1271403|42|23.6994|99.1215|1|0.68|18|61.7.155.246
05-09-2007 18:55:58|98|0|1271403|42|23.6994|99.1215|1|0.68|18|61.7.155.246
05-09-2007 18:56:53|98|0|1271403|42|23.6994|99.1215|1|0.22|18|61.7.155.246
05-09-2007 18:56:54|98|0|1271403|42|23.6994|99.1215|1|0.22|18|61.7.155.246
05-09-2007 18:56:55|98|0|1271403|42|23.6994|99.1215|1|0.22|18|61.7.155.246
05-09-2007 18:56:55|98|0|1271403|42|23.6994|99.1215|1|0.22|18|61.7.155.246
05-09-2007 18:57:25|98|0|1271403|42|23.6994|99.1215|1|0.36|18|61.7.155.246
05-09-2007 18:57:50|98|0|1271403|42|23.6994|99.1215|1|0.35|18|61.7.155.246
05-09-2007 18:57:51|98|0|1271403|42|23.6994|99.1215|1|0.35|18|61.7.155.246
05-09-2007 18:57:51|98|0|1271403|42|23.6994|99.1215|1|0.35|18|61.7.155.246
05-09-2007 18:57:52|98|0|1271403|42|23.6994|99.1215|1|0.35|18|61.7.155.246
05-09-2007 18:57:52|98|0|1271403|42|23.6994|99.1215|1|0.35|18|61.7.155.246
05-09-2007 18:57:53|98|0|1271403|42|23.6994|99.1215|1|0.35|18|61.7.155.246
05-09-2007 18:57:53|98|0|1271403|42|23.6994|99.1215|1|0.35|18|61.7.155.246
05-09-2007 18:59:41|98|0|1271403|42|23.6994|99.1215|1|0.29|18|61.7.155.246
05-09-2007 18:59:42|98|0|1271403|42|23.6994|99.1215|1|0.29|18|61.7.155.246
05-09-2007 18:59:42|98|0|1271403|42|23.6994|99.1215|1|0.29|18|61.7.155.246
05-09-2007 18:59:42|98|0|1271403|42|23.6994|99.1215|1|0.29|18|61.7.155.246
05-09-2007 18:59:43|98|0|1271403|42|23.6994|99.1215|1|0.29|18|61.7.155.246
05-09-2007 18:59:43|98|0|1271403|42|23.6994|99.1215|1|0.29|18|61.7.155.246
05-09-2007 19:00:29|98|0|8749485|71|32.9167|99.1499|1|0.76|18|61.7.155.246
05-09-2007 19:01:17|98|0|8749485|71|32.9167|99.1499|1|0.37|18|61.7.155.246
05-09-2007 19:01:17|98|0|8749485|71|32.9167|99.1499|1|0.37|18|61.7.155.246
05-09-2007 19:01:17|98|0|8749485|71|32.9167|99.1499|1|0.37|18|61.7.155.246
05-09-2007 19:01:18|98|0|8749485|71|32.9167|99.1499|1|0.37|18|61.7.155.246
05-09-2007 19:01:18|98|0|8749485|71|32.9167|99.1499|1|0.37|18|61.7.155.246
05-09-2007 19:01:19|98|0|8749485|71|32.9167|99.1499|1|0.37|18|61.7.155.246
05-09-2007 19:03:30|98|0|8749485|71|32.9167|99.1499|1|0.34|18|61.7.155.246
05-09-2007 19:06:31|98|0|3388649|85|35.2837|99.1458|1|0.32|18|61.7.155.246
05-09-2007 19:09:32|98|0|3388649|85|35.2837|99.1458|1|0.24|18|61.7.155.246
05-09-2007 19:12:33|98|0|856549|42|35.126|99.1529|1|0.42|18|61.7.155.246
05-09-2007 19:15:34|98|0|509876|110|37.5176|99.1374|1|0.46|18|61.7.155.246
05-09-2007 19:18:34|98|0|509876|110|37.5176|99.1374|1|0.36|18|61.7.155.246
05-09-2007 19:21:38|98|0|1046623|233|35.9676|99.2327|1|0.52|18|61.7.155.246
05-09-2007 19:24:38|98|0|1046623|233|35.9676|99.2327|1|0.22|18|61.7.155.246
05-09-2007 19:27:39|98|0|876241|12|37.5122|99.2359|1|0.31|18|61.7.155.246
05-09-2007 19:30:40|98|0|470889|41|38.37|99.2292|1|0.37|18|61.7.155.246
05-09-2007 19:33:41|98|0|470889|41|38.37|99.2292|1|0.49|18|61.7.155.246
05-09-2007 19:36:42|98|0|1142994|233|42.953|99.2405|1|0.58|18|61.7.155.246
05-09-2007 19:39:43|98|0|1142994|233|42.953|99.2405|1|5.44|18|61.7.155.246
05-09-2007 19:42:43|98|0|1245197|746|38.6119|98.7073|1|0.56|18|61.7.155.246
05-09-2007 19:45:45|98|0|821081|186|53.487|98.7379|1|0.59|18|61.7.155.246
05-09-2007 19:45:45|12882371|0|451365|40|49.0319|99.6408|1|0.44|7|61.19.197.124
05-09-2007 19:45:45|12882371|0|450085|40|63.4009|99.7941|1|0.61|26|61.19.197.125
05-09-2007 19:48:45|98|0|821081|186|53.487|98.7379|1|6.20|18|61.7.155.246
05-09-2007 19:48:45|12882968|0|451365|40|49.0319|99.6408|1|0.00|7|61.19.197.124
05-09-2007 19:48:45|12882968|0|450085|40|63.4009|99.7941|1|0.39|26|61.19.197.125
05-09-2007 19:51:46|98|0|1396776|390|58.4527|98.7421|1|0.63|18|61.7.155.246
05-09-2007 19:51:46|12882968|0|872216|40|49.0329|99.6408|1|0.46|7|61.19.197.124
05-09-2007 19:51:47|12882968|0|973351|186|63.3702|99.7938|1|0.72|26|61.19.197.125
05-09-2007 19:54:47|98|0|1396776|390|58.4527|98.7421|1|0.53|18|61.7.155.246
05-09-2007 19:54:47|12882968|0|872216|40|49.0329|99.6408|1|0.07|7|61.19.197.124
